Gene_ID	Level	logFC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	E_T1_Rep1	E_T1_Rep2	E_T1_Rep3	E_T1_Rep4	E_T2_Rep1	E_T2_Rep2	E_T2_Rep3	E_T2_Rep4
gene_8	2.85013557744939	2.13219072110017	518	Choline transporter	Grosmannia clavigera	Ophiostoma piceae			choline transporter	4	P:cellular nitrogen compound biosynthetic process; C:integral to membrane; F:amino acid transmembrane transporter activity; P:amino acid transmembrane transport	-	N	4	16	24	0	0	0	0	2
gene_8107	4.21632265541746	2.59269451804026	443	Alpha beta hydrolase fold family	Grosmannia clavigera	Ophiostoma piceae	K07019	Unclassified; Poorly Characterized	alpha beta hydrolase fold family	1	F:hydrolase activity	-	N	16	7	10	10	2	0	0	0
gene_8113	8.03277838350082	2.87488769653882	290	Putative uncharacterized protein	Neurospora crassa	Ophiostoma piceae			hypothetical protein NEUTE2DRAFT_155395	0	-		Y	23	6	45	16	0	0	4	2
gene_8140	271.825030872555	2.33126118360253	450	Apoptosis-inducing factor 2	Fusarium oxysporum	Ophiostoma piceae			fad binding protein	3	P:oxidation-reduction process; F:oxidoreductase activity; F:flavin adenine dinucleotide binding		N	660	823	831	459	88	20	132	60
gene_8159	7.1224988301648	2.54067932210731	838	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_3470	0	-		N	28	9	22	14	0	0	4	3
gene_8189	26.4778703762161	3.13850556412443	194	Putative uncharacterized protein	Thielavia terrestris	Ophiostoma piceae			hypothetical protein THITE_2110967	3	F:molecular_function; P:biological_process; C:cellular_component		Y	57	57	123	55	1	0	12	10
gene_8217	17.0384341125371	2.06137304834973	264	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_4130	0	-		Y	59	30	39	31	12	0	12	4
gene_8258	7.47713984255125	2.04626735805583	260	N(6)-adenine-specific DNA methyltransferase-like 1	Podospora anserina	Ophiostoma piceae			n-6 adenine-specific dna methyltransferase 2	5	F:methyltransferase activity; F:transferase activity; P:methylation; F:nucleic acid binding; F:nucleotide binding		N	33	28	10	8	0	0	2	9
gene_8281	3.35929830301191	2.28595519430081	681	DNA repair protein rhp54 (RAD54 homolog 1)	Colletotrichum sublineola	Ophiostoma piceae	K10875	RAD54L, RAD54; DNA repair and recombination protein RAD54 and RAD54-like protein [EC:3.6.4.-]	dna repair protein rhp54	3	F:ATP binding; F:helicase activity; F:DNA binding	-	N	18	0	17	4	2	0	0	0
gene_8299	77.2755286127355	2.23480595379629	472	Putative uncharacterized protein	Nectria haematococca	Sporothrix schenckii			hypothetical protein NECHADRAFT_33829	0	-		Y	147	219	270	142	36	0	39	49
gene_8470	1.76991327312581	2.1826371773305	375	Dimethylaniline monooxygenase, putative	Aspergillus flavus	Ophiostoma piceae			dimethylaniline monooxygenase	1	F:oxidoreductase activity	-	N	0	0	2	10	0	0	0	0
gene_8504	118.609949403744	3.33366220382566	389	Glucoamylase I	Colletotrichum fioriniae	Ophiostoma piceae			starch binding domain-containing protein	4	P:metabolic process; C:viral capsid; F:catalytic activity; F:starch binding	-	Y	216	846	505	68	0	0	30	70
gene_8518	2.67579484597357	2.12826061325025	546	Amino acid permease	Colletotrichum gloeosporioides	Ophiostoma piceae			amino acid permease	3	C:integral to membrane; F:amino acid transmembrane transporter activity; P:amino acid transmembrane transport	-	N	6	0	0	12	0	0	2	0
gene_8519	20.0961840350265	5.36430516124209	1 685	Sulfite reductase flavoprotein, alpha-component	Stachybotrys chartarum	Ophiostoma piceae			sulfite reductase flavoprotein alpha-component	3	F:heme binding; F:oxidoreductase activity; P:oxidation-reduction process	-	N	62	78	106	26	0	0	0	0
gene_8531	2.33825209268678	2.50500273482378	272	Aspergillopepsin-2 (Acid protease A/Proctase A)	Togninia minima	Ophiostoma piceae			acid proteinase	1	F:peptidase activity	-	Y	24	0	0	2	0	0	0	0
gene_8547	3.34138085215674	2.27879183325285	419	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_5884	1	P:termination of G-protein coupled receptor signaling pathway	-	N	15	14	18	0	2	0	0	0
gene_8600	5.03901164594895	2.10163931168341	325	Phytanoyl-CoA dioxygenase	Byssochlamys spectabilis	Ophiostoma piceae			phytanoyl- dioxygenase	1	F:oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen		N	22	0	28	6	2	0	2	2
gene_862	21.6500320384043	2.98596555837344	642	Putative uncharacterized protein	Scedosporium apiospermum	Ophiostoma piceae			hypothetical protein CMQ_3343	0	-		Y	61	78	81	32	10	0	2	6
