Gene_ID	Level	logFC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	E_T1_Rep1	E_T1_Rep2	E_T1_Rep3	E_T1_Rep4	E_T2_Rep1	E_T2_Rep2	E_T2_Rep3	E_T2_Rep4
gene_4525	47.1921328006503	0.885843627452509	90	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6925	3	F:molecular_function; P:biological_process; C:cellular_component		N	53	168	104	63	68	0	54	30
gene_4526	2.30360786712527	1.85582669942247	179	Peptidyl-prolyl cis-trans isomerase E (Rotamase E)	Grosmannia clavigera	Ophiostoma piceae			peptidyl-prolyl cis-trans isomerase e	3	F:nucleic acid binding; F:isomerase activity; F:nucleotide binding	-	N	6	8	2	6	0	0	0	2
gene_4527	36.6252127576766	-0.177372133099384	1 283	Protein transport protein	Grosmannia clavigera	Ophiostoma piceae	K14005	SEC31; protein transport protein SEC31	protein transporter sec31	4	P:transport; C:intracellular membrane-bounded organelle; C:cytoplasmic part; C:membrane	-	N	57	62	84	24	32	4	54	70
gene_4528	0	0	48	Putative uncharacterized protein	Togninia minima	Togninia minima			short-chain dehydrogenase reductase family	4	P:oxidation-reduction process; F:oxidoreductase activity; P:metabolic process; F:nucleotide binding		N	0	0	0	0	0	0	0	0
gene_4529	17.7225947426087	1.17222760105204	362	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6809	0	-		N	38	44	30	30	15	0	14	20
gene_453	11.0050155970198	0.445845359684487	854	R3H domain-containing protein 2	Grosmannia clavigera	Ophiostoma piceae	K02360	ENC; a component of the cytoplasm (encore)	r3h domain-containing protein	1	F:nucleic acid binding		N	20	20	22	14	8	1	18	11
gene_4530	4.03006780505193	0.483407228150562	524	Putative uncharacterized protein	Fusarium oxysporum	Ophiostoma piceae			integral membrane protein	0	-		N	2	10	12	6	0	0	8	8
gene_4531	8.77326719848692	0.329024091748057	635	HLH transcription factor	Grosmannia clavigera	Ophiostoma piceae			bhlh family transcription factor	1	F:protein dimerization activity	-	N	3	55	13	4	10	2	0	10
gene_4532	5.60227444479171	-0.21332724312786	688	DNA polymerase iota (Rad30 homolog B)	Grosmannia clavigera	Ophiostoma piceae	K03510	POLI; DNA polymerase iota [EC:2.7.7.7]	dna polymerase iota	3	P:DNA repair; F:DNA-directed DNA polymerase activity; F:damaged DNA binding		N	14	12	6	2	4	2	4	6
gene_4533	8.92529109200008	0.0957477887509173	616	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6773	3	F:molecular_function; P:biological_process; C:cellular_component		N	8	26	37	2	17	0	8	14
gene_4534	24.920042509769	0.103004601218172	1 354	Meiotically up-regulated gene 190 protein	Neurospora crassa	Ophiostoma piceae			c2 domain containing protein	3	F:DNA-directed DNA polymerase activity; F:damaged DNA binding; P:DNA repair	EC:2.7.7.7	N	44	82	18	20	18	4	52	18
gene_4535	10.222489799626	-0.157229764001924	716	U4/U6.U5 tri-snRNP-associated protein snu66	Grosmannia clavigera	Ophiostoma piceae	K11984	SART1, HAF, SNU66; U4/U6.U5 tri-snRNP-associated protein 1	u4 tri-snrnp-associated protein snu66	2	C:nuclear part; C:ribonucleoprotein complex	-	N	8	6	32	12	16	2	14	6
gene_4536	8.52986937749952	0.2382504201354	260	Nicotinamide riboside kinase	Colletotrichum fioriniae	Ophiostoma piceae	K10524	NRK1_2; nicotinamide/nicotinate riboside kinase [EC:2.7.1.22 2.7.1.173]	nicotinamide riboside kinase	2	F:kinase activity; P:cellular metabolic process	-	N	14	10	22	10	10	1	3	15
gene_4537	9.51638914880487	0.0195664819992031	302	Peptidyl-tRNA hydrolase 2, mitochondrial	Grosmannia clavigera	Sporothrix schenckii	K04794	PTH2; peptidyl-tRNA hydrolase, PTH2 family [EC:3.1.1.29]	peptidyl-trna hydrolase 2	1	P:mycelium development	-	N	10	40	16	4	4	0	32	12
gene_4538	12.543760795492	-1.18756010619557	593	U3 small nucleolar ribonucleoprotein complex	Grosmannia clavigera	Ophiostoma piceae	K14768	UTP7, WDR46; U3 small nucleolar RNA-associated protein 7	small nucleolar ribonucleoprotein complex subunit	6	C:90S preribosome; C:small-subunit processome; P:endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA); F:nucleic acid binding; P:endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA); P:endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	-	N	12	16	18	4	16	6	2	20
gene_4539	11.9778652481056	-0.0878483551419508	836	Ribosome biogenesis protein tsr1 homolog	Grosmannia clavigera	Ophiostoma piceae	K14799	TSR1; pre-rRNA-processing protein TSR1	ribosome biogenesis protein tsr1	5	C:cytoplasm; C:nucleolus; P:mycelium development; F:ribonucleoprotein complex binding; P:rRNA processing	-	N	26	2	27	12	25	0	18	14
gene_454	4.52116323768423	0.95573955490166	243	Putative uncharacterized protein	Grosmannia clavigera	Sporothrix schenckii			hypothetical protein CMQ_5643	0	-		N	16	6	14	4	2	0	10	2
gene_4540	27.7954795295993	-0.657707348916702	279	Urease accessory protein UreG	Colletotrichum gloeosporioides	Sporothrix schenckii	K03189	ureG; urease accessory protein	urease accessory protein	7	F:nickel cation binding; F:metallochaperone activity; F:ATP binding; P:GTP catabolic process; F:GTPase activity; F:protein homodimerization activity; C:cytoplasm	-	N	38	36	48	16	22	10	38	30
gene_4541	1.30399913794194	0.562402474576454	120	DASH complex subunit DAD1 (Outer kinetochore protein DAD1)	Fusarium graminearum	Ophiostoma piceae			dash complex subunit dad1	2	P:metabolic process; F:oxidoreductase activity	-	N	1	2	12	0	0	0	0	4
gene_4542	7.48509270682693	1.3808169291384	313	GTP-binding protein rhoC (Rho3 protein homolog)	Magnaporthe oryzae	Sporothrix schenckii	K07975	RHO1; Rho family, other	gtp-binding protein rho4	4	C:membrane; C:intracellular; F:GTP binding; P:small GTPase mediated signal transduction	-	N	17	10	29	12	10	0	0	6
gene_4543	4.28119144862476	0.715258775890341	102	Transcriptional elongation regulator (Elongin-C)	Grosmannia clavigera	Ophiostoma piceae	K03872	TCEB1; transcription elongation factor B, polypeptide 1	transcriptional elongation regulator elc1 elongin	1	P:ubiquitin-dependent protein catabolic process	-	N	6	12	22	2	3	0	10	2
gene_4544	6.30983335123291	1.20398013561112	619	Lariat debranching enzyme B	Colletotrichum graminicola	Ophiostoma piceae	K01175	E3.1.-.-; unclassified metabolism	lariat debranching enzyme	5	F:hydrolase activity, acting on ester bonds; F:hydrolase activity; P:mRNA processing; C:integral to membrane; P:transmembrane transport		N	18	20	22	4	4	0	4	8
gene_4546	0	0	685	Putative uncharacterized protein	Pestalotiopsis fici	Ophiostoma piceae			dna helicase	1	F:helicase activity		N	0	0	0	0	0	0	0	0
gene_4547	975.740996305251	-1.29249733104901	496	Probable aldehyde dehydrogenase	Colletotrichum gloeosporioides	Ophiostoma piceae	K00128	E1.2.1.3; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	aldehyde dehydrogenase	2	F:oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; P:oxidation-reduction process	EC:1.2.1.0	N	280	2291	1580	202	800	70	1548	3715
gene_4548	9.06284197631964	-1.63123520579196	2 192	Telomeric DNA-binding factor trf1	Grosmannia clavigera	Ophiostoma piceae			myb dna binding protein	3	F:chromatin binding; F:telomeric DNA binding; F:protein homodimerization activity	-	N	2	2	18	4	10	0	36	24
gene_4549	0	0	209	Putative uncharacterized protein	 				---NA---	0	-		N	0	0	0	0	0	0	0	0
gene_455	4.20084261159129	0.085254759634489	234	Pre-mRNA-splicing factor cwf18 (Complexed with cdc5 protein 18)	Grosmannia clavigera	Ophiostoma piceae			cwf18 pre-mrna splicing factor	0	-		N	2	4	2	10	2	0	10	8
gene_4550	0.685914723422842	0.549756803110177	142	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6692	2	F:molecular_function; C:cellular_component		Y	6	0	0	0	0	0	2	0
gene_4551	2.51095891276922	0.57607073560556	635	Putative uncharacterized protein	Colletotrichum gloeosporioides	Ophiostoma piceae			hypothetical protein BC1G_00724	0	-		Y	4	10	6	2	6	0	2	0
gene_4552	0	0	245	Putative uncharacterized protein	Scedosporium apiospermum	Scedosporium apiospermum			protein kinase-like domain	1	F:transferase activity, transferring phosphorus-containing groups	-	N	0	0	0	0	0	0	0	0
gene_4553	17.147274633414	-0.138968808354208	1 103	Pab1-binding protein	Grosmannia clavigera	Ophiostoma piceae			domain-containing protein	0	-		N	16	30	42	16	16	2	46	12
gene_4554	15.2273495075948	-0.135820821076896	1 203	Uncharacterized transcriptional regulatory protein C530.05	Grosmannia clavigera	Ophiostoma piceae			pathway-specific nitrogen regulator	1	P:transcription, DNA-dependent	-	N	19	70	8	6	4	0	36	39
gene_4555	8.68973849673459	1.00228211279007	443	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			peroxin 14 17	0	-		N	13	46	26	4	4	0	8	14
gene_4556	20.7858001070144	-0.512388309696748	474	Papa-1-like conserved region protein	Grosmannia clavigera	Ophiostoma piceae			papa-1-like conserved region protein	3	F:molecular_function; P:biological_process; C:cellular_component		N	24	6	56	18	15	6	39	21
gene_4557	19.5830731186435	-0.669310863402588	565	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			related to atrophin-1	0	-		N	18	72	29	0	22	0	55	41
gene_4558	13.9621958121608	-0.766844575159824	1 007	Plasma membrane phosphate transporter	Grosmannia clavigera	Ophiostoma piceae	K14430	PHO87_91; phosphate transporter	spx domain-containing protein	1	P:transport	-	N	10	20	30	8	14	2	22	34
gene_4559	29.5272216096788	-0.960781123452426	1 204	Vacuolar morphogenesis protein 6 (Vacuolar protein sorting-associated protein 39)	Thielavia terrestris	Ophiostoma piceae			vacuolar sorting protein 39 domain 1	8	F:small GTPase regulator activity; P:regulation of ARF protein signal transduction; F:ARF guanyl-nucleotide exchange factor activity; C:intracellular; C:membrane; P:sodium ion transport; P:transmembrane transport; F:transporter activity		N	32	39	63	8	18	10	58	41
gene_456	7.05776518979136	0.12578740296562	937	Pentatricopeptide repeat-containing protein At5g16640, mitochondrial	Grosmannia clavigera	Ophiostoma piceae			pentatricopeptide repeat protein	0	-		N	14	20	12	4	13	0	10	8
gene_4560	3.07101168376863	0.354670188831338	93	Putative uncharacterized protein	Glarea lozoyensis	Ophiostoma piceae			hypothetical protein M7I_5932	0	-		N	16	0	8	0	2	0	2	8
gene_4561	9.80823924618667	-0.89421947045512	167	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6798	2	F:molecular_function; C:cellular_component		N	8	12	22	4	4	4	18	12
gene_4562	3.03121983998056	0.380317159809152	193	AP-3 complex subunit sigma	Grosmannia clavigera	Sporothrix schenckii	K12399	AP3S; AP-3 complex subunit sigma	ap-3 complex subunit sigma	2	P:protein transport; F:protein transporter activity	-	N	10	12	4	0	4	0	6	2
gene_4563	1.1797155843442	-0.617389011763	213	Frataxin, mitochondrial (Fxn)	Thielavia terrestris	Ophiostoma piceae			mitochondrial frataxin-like protein	5	P:oxidation-reduction process; C:mitochondrion; P:iron-sulfur cluster assembly; F:ferroxidase activity; F:ferric iron binding		N	0	6	0	0	5	0	0	2
gene_4564	12.1747721799695	0.226948440997757	1 637	Chromo domain containing protein	Grosmannia clavigera	Ophiostoma piceae			chromo domain containing protein	1	C:nucleus		N	10	38	9	18	18	0	24	11
gene_4565	49.8247196739468	-0.0903377880877874	211	Ras-related protein Rab-11B (ORA3)	Beauveria bassiana	Ophiostoma piceae	K07904	RAB11A; Ras-related protein Rab-11A	gtp-binding protein ypt3	4	F:GTP binding; P:small GTPase mediated signal transduction; F:nucleotide binding; P:protein transport		N	86	83	107	36	70	2	91	68
gene_4566	4.32355642377763	-0.948620034042206	322	Ribosome biogenesis protein BRX1	Magnaporthe oryzae	Ophiostoma piceae	K14820	BRX1, BRIX1; ribosome biogenesis protein BRX1	ribosome biogenesis protein brx1	5	C:nucleolus; F:5S rRNA binding; F:rRNA primary transcript binding; C:preribosome, large subunit precursor; P:ribosomal large subunit assembly	-	N	6	8	6	0	2	0	16	12
gene_4567	14.0171722056692	0.57929006683801	480	Histone deacetylase	Grosmannia clavigera	Ophiostoma piceae			f-box domain protein	4	F:hydrolase activity; F:molecular_function; P:biological_process; C:cellular_component		N	24	32	64	6	10	2	16	12
gene_4568	6.12932424488344	0.899088593996306	799	Histone deacetylase	Grosmannia clavigera	Ophiostoma piceae	K11407	HDAC6_10; histone deacetylase 6/10 [EC:3.5.1.98]	histone deacetylase	1	F:hydrolase activity	-	N	23	12	9	6	4	0	14	2
gene_4569	13.8920729561798	0.663024565521844	994	Serine/arginine repetitive matrix protein 1	Fusarium oxysporum	Ophiostoma piceae			serine arginine repetitive matrix protein 1	0	-		N	41	44	28	6	10	0	16	24
gene_457	0.305149499255914	-0.687328591209586	239	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	0	0	0	0	1	0	2	0
gene_4570	1.16702936226265	1.73727951549269	457	Lipase 5	Grosmannia clavigera	Ophiostoma piceae			secretory lipase family protein	2	P:lipid catabolic process; F:triglyceride lipase activity		Y	0	12	8	0	0	0	0	0
gene_4571	527.909718612345	0.265379936505195	337	Glyceraldehyde-3-phosphate dehydrogenase	Podospora anserina	Sporothrix schenckii	K00134	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	glyceraldehyde-3-phosphate dehydrogenase	6	C:cytoplasm; F:NAD binding; F:NADP binding; P:glycolysis; F:glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity; P:oxidation-reduction process	EC:1.2.1.12	N	1064	602	1172	589	770	44	644	495
gene_4572	17.9139415737142	0.00814775407766193	1 171	DUF455 domain protein	Pestalotiopsis fici	Ophiostoma piceae			duf455 domain protein	0	-		N	12	68	52	6	26	2	18	24
gene_4573	12.9104418226114	-0.249020263812476	371	ER associated chaperone	Grosmannia clavigera	Ophiostoma piceae	K09518	DNAJB12; DnaJ homolog subfamily B member 12	er associated chaperone	1	F:protein binding	-	N	17	36	14	9	21	0	35	12
gene_4574	5.02968727988239	1.95391082556578	159	Putative uncharacterized protein	Gaeumannomyces graminis	Ophiostoma piceae			hypothetical protein GGTG_04510	3	F:molecular_function; P:biological_process; C:cellular_component		N	8	16	18	10	0	0	8	0
gene_4575	5.18184325257525	-0.597305966354838	338	Tyrosine phosphatase family protein	Grosmannia clavigera	Ophiostoma piceae			tyrosine phosphatase	1	F:hydrolase activity	-	N	6	4	4	6	2	0	16	14
gene_4576	10.7892000825769	-0.925843674936512	1 073	Putative uncharacterized protein	Neurospora crassa	Ophiostoma piceae			spo22-domain-containing protein	3	F:molecular_function; P:biological_process; C:cellular_component		N	20	2	8	8	2	4	6	31
gene_4577	9.41325610102001	0.616327100717897	641	Zn cluster transcription factor	Grosmannia clavigera	Ophiostoma piceae			zn cluster transcription factor	1	P:transcription, DNA-dependent	-	N	14	30	21	10	7	0	16	12
gene_4578	3.74565100027181	0.18998475770756	180	F-box domain containing protein	Dothistroma septosporum	Ophiostoma piceae			f-box domain containing protein	0	-		N	6	18	8	0	2	0	2	12
gene_4579	2.83598833144845	-0.45323137739797	248	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	6	2	0	3	2	0	2	12
gene_458	25.8311019829606	0.287558529476888	1 139	Polarized growth protein	Grosmannia clavigera	Ophiostoma piceae			sam domain-containing protein	3	P:cellular process; C:cellular bud; C:site of polarized growth	-	N	45	82	64	12	19	4	17	43
gene_4580	75.736364823962	-0.148715006214437	917	Zinc finger transcription factor ace1 (ACEI)	Grosmannia clavigera	Ophiostoma piceae			zinc finger transcription factor ace1	3	F:nucleic acid binding; F:zinc ion binding; C:intracellular		N	106	167	162	48	89	4	142	120
gene_4581	2.93800618123723	1.34868449246537	1 783	ATP-dependent DNA helicase MPH1	Grosmannia clavigera	Ophiostoma piceae	K14635	MPH1; ATP-dependent DNA helicase MPH1 [EC:3.6.4.12]	atp-dependent dna helicase mph1	3	F:helicase activity; F:nucleic acid binding; F:nucleotide binding	-	N	4	0	6	10	2	0	4	0
gene_4582	16.2434182361213	0.265372954599711	857	HLH transcription factor/Phosphorus acquisition-controlling protein	Grosmannia clavigera	Ophiostoma piceae			phosphorus acquisition-controlling protein	5	F:protein dimerization activity; P:regulation of transcription, DNA-dependent; P:transcription, DNA-dependent; C:nucleus; F:DNA binding		N	12	32	33	25	4	2	19	33
gene_4583	0.111679837666876	0.290848627522437	2 312	Pectinesterase (Pectin methylesterase)	Fusarium oxysporum	Ophiostoma piceae	K01051	E3.1.1.11; pectinesterase [EC:3.1.1.11]	pectinesterase family protein	1	F:hydrolase activity, acting on ester bonds	-	Y	0	0	2	0	0	0	0	0
gene_4584	0	0	113	Putative uncharacterized protein	 				---NA---	0	-		N	0	0	0	0	0	0	0	0
gene_4585	0.704932581287526	-0.24963522031975	985	Hydantoin utilization protein A (ORF2)	Nectria haematococca	Nectria haematococca			duf917-domain-containing protein	1	F:hydrolase activity		N	2	0	2	0	2	0	2	0
gene_4586	1.50601321335385	0.837004585404473	515	Allantoate permease, putative	Togninia minima	Ophiostoma piceae			pantothenate	2	P:transmembrane transport; C:integral to membrane	-	N	0	0	2	6	0	0	2	2
gene_4587	14.9060087393562	1.61035278539111	468	Dimethyl-sulfide monooxygenase	Nectria haematococca	Ophiostoma piceae			xenobiotic compound family	3	F:monooxygenase activity; P:oxidation-reduction process; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	-	N	30	70	32	18	8	0	22	4
gene_4588	9.75985345372095	1.59727559775312	1 048	Putative uncharacterized protein	Chaetomium globosum	Ophiostoma piceae			predicted protein	0	-		N	16	68	21	6	4	0	16	2
gene_4589	9.00220075292781	0.42526617934421	407	Amidohydrolase family protein	Metarhizium acridum	Ophiostoma piceae			peptidase m20 domain containing 2	2	P:metabolic process; F:hydrolase activity	-	N	20	26	18	6	20	0	10	4
gene_459	4.99166823399538	1.23118241910818	275	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	Grosmannia clavigera	Ophiostoma piceae	K12663	ECH1; delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase [EC:5.3.3.-]	enoyl- hydratase isomerase family protein	2	F:isomerase activity; P:metabolic process	-	N	30	5	16	0	0	0	14	0
gene_4590	78.0718978849767	1.32727076283112	363	Putative uncharacterized protein	Verticillium dahliae	Ophiostoma piceae			2og-fe oxygenase family	2	P:oxidation-reduction process; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	EC:1.14.11.0	N	174	295	224	68	104	0	84	16
gene_4591	4.23226578751375	-2.03311048461696	259	Putative uncharacterized protein	Cladophialophora yegresii	Ophiostoma piceae			hypothetical protein HMPREF1120_08447	0	-		N	2	6	0	0	2	4	4	0
gene_4592	10.5964849758912	0.289088578142892	453	Serine/threonine-protein kinase SRPK	Colletotrichum sublineola	Ophiostoma piceae			protein kinase domain protein	3	F:protein kinase activity; P:protein phosphorylation; F:ATP binding	-	N	20	34	15	8	6	0	20	20
gene_4593	136.171469466841	-0.253302220061151	518	General substrate transporter	Myceliophthora thermophila	Ophiostoma piceae			general substrate transporter	2	P:transmembrane transport; C:integral to membrane	-	N	52	683	172	43	14	2	734	30
gene_4594	37.4415491261999	0.383937175521593	383	Unsaturated rhamnogalacturonyl hydrolase YesR	Sordaria macrospora	Ophiostoma piceae	K15532	yteR, yesR; unsaturated rhamnogalacturonyl hydrolase [EC:3.2.1.172]	glycosyl hydrolase family 88	2	P:metabolic process; F:hydrolase activity	-	N	28	204	78	14	4	8	95	7
gene_4595	1.65897717070259	-1.74287201550581	337	Putative uncharacterized protein	Thielavia terrestris	Thielavia terrestris			hypothetical protein THITE_2120514	0	-		N	0	0	2	0	0	2	0	0
gene_4596	7.12652445543829	-0.0408002609088361	632	Putative uncharacterized protein	Grosmannia clavigera	Grosmannia clavigera			hypothetical protein CMQ_2469	0	-		N	12	2	10	11	2	0	25	10
gene_4596.1	0.259348803144963	0.172238243916683	152	Putative uncharacterized protein	Cladophialophora psammophila	Sporothrix schenckii				4	P:transcription, DNA-dependent; F:zinc ion binding; C:nucleus; F:DNA binding		N	2	0	0	0	0	0	1	0
gene_4597	0	0	161	Putative uncharacterized protein	Penicillium roqueforti	Sporothrix schenckii			high-affinity nicotinic acid transporter	2	C:integral to membrane; P:transmembrane transport		N	0	0	0	0	0	0	0	0
gene_4598	60.5794442121399	0.777636382628176	439	Pth11-like integral membrane protein	Grosmannia clavigera	Ophiostoma piceae			pth11-like integral membrane protein	0	-		N	131	134	89	87	66	0	83	61
gene_4599	62.0553532183883	1.013164467699	572	Putative sterigmatocystin biosynthesis monooxygenase stcW	Grosmannia clavigera	Ophiostoma piceae			flavin-binding monooxygenase	1	F:monooxygenase activity	-	N	146	116	192	71	96	0	58	32
gene_46	55.6952911033157	1.39960798067808	954	C-myc promoter-binding protein (DENN domain-containing protein 4A)	Scedosporium apiospermum	Ophiostoma piceae			denn domain-containing protein	0	-		N	128	132	174	74	35	4	41	37
gene_460	5.98134565101134	0.279964441957233	71	RNA polymerase 2 general transcription and DNA repair factor tfiih component	Grosmannia clavigera	Sporothrix schenckii	K10845	TTDA, GTF2H5, TFB5; TFIIH basal transcription factor complex TTD-A subunit	rna polymerase ii transcription factor b subunit 5	4	F:DNA binding; P:nucleotide-excision repair; C:nucleus; P:regulation of transcription, DNA-dependent	-	N	8	12	8	9	10	0	4	10
gene_4600	0	0	159	Putative uncharacterized protein	Metarhizium acridum	Ophiostoma piceae			aig2-like protein	3	P:oxidation-reduction process; F:shikimate 3-dehydrogenase (NADP+) activity; F:nucleotide binding		N	0	0	0	0	0	0	0	0
gene_4601	14.0201715723023	0.473099959425582	826	Pyrroline-5-carboxylate reductase	Grosmannia clavigera	Ophiostoma piceae			pre-mrna splicing factor clf1	8	P:oxidation-reduction process; F:oxidoreductase activity; F:nucleotide binding; P:cellular amino acid biosynthetic process; F:pyrroline-5-carboxylate reductase activity; P:proline biosynthetic process; F:molecular_function; C:cellular_component		N	24	49	38	7	24	0	8	20
gene_4602	5.56857830896591	0.261926459583635	665	mRNA export factor mex67	Grosmannia clavigera	Ophiostoma piceae	K14284	NXF1_2, TAP; nuclear RNA export factor 1/2	mrna export factor mex67	2	P:mRNA transport; C:nucleus	-	N	10	17	16	2	16	0	6	0
gene_4603	2.90493993168147	-0.101131189300804	697	Putative uncharacterized protein	Sclerotinia sclerotiorum	Sporothrix schenckii			hsp20-like protein	0	-		Y	5	4	13	0	0	0	6	9
gene_4604	26.1444914391633	0.492833351784721	846	Putative sister chromatid separation protein (Src1)	Grosmannia clavigera	Ophiostoma piceae			sister chromatid separation protein	1	C:integral to nuclear inner membrane		N	37	74	69	24	34	0	42	26
gene_4606	0	0	111	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	0	0	0	0	0	0	0	0
gene_4607	0	0	151	Transcriptional regulatory protein UME6	Aspergillus nidulans	Ophiostoma piceae			c6 finger domain	4	P:regulation of transcription from RNA polymerase II promoter; F:zinc ion binding; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; C:nucleus	-	N	0	0	0	0	0	0	0	0
gene_4608	3.48811123267557	1.15492355186267	852	Multidrug-resistance genes transcriptional activator	Grosmannia clavigera	Ophiostoma piceae			multidrug-resistance genes transcriptional activator	1	P:transcription, DNA-dependent	-	N	6	22	2	4	0	0	5	4
gene_4609	20.3595627232482	1.04475111571532	882	M serotype protein	Grosmannia clavigera	Ophiostoma piceae			m serotype protein	1	P:mycelium development	-	N	48	48	48	26	20	0	16	24
gene_461	17.1996622293909	0.078696686271092	237	Phenylalanyl-tRNA beta subunit	Grosmannia clavigera	Ophiostoma piceae			phenylalanyl-trna beta subunit	7	F:RNA binding; F:ATP binding; F:phenylalanine-tRNA ligase activity; C:cytoplasm; F:magnesium ion binding; F:nucleotide binding; P:phenylalanyl-tRNA aminoacylation		N	27	23	25	23	33	0	24	20
gene_4610	51.9861980996287	0.0627657404330437	110	60S ribosomal protein L30	Grosmannia clavigera	Grosmannia clavigera	K02908	RP-L30e, RPL30; large subunit ribosomal protein L30e	60s ribosomal protein l30	3	C:ribosome; F:structural constituent of ribosome; P:translation	-	N	102	95	120	34	63	0	129	55
gene_4611	239.175778465715	0.102606332416566	219	60S ribosomal protein L10-A (QM protein homolog)	Gaeumannomyces graminis	Ophiostoma piceae	K02866	RP-L10e, RPL10; large subunit ribosomal protein L10e	60s ribosomal protein l10	4	C:ribosome; P:mycelium development; F:structural constituent of ribosome; P:translation	-	N	374	435	552	215	268	20	376	305
gene_4612	7.6645188681388	-0.012626727548942	684	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_3242	0	-		N	10	20	14	6	10	0	10	16
gene_4613	17.3979399740344	1.19672431637299	1 221	Putative uncharacterized protein	Magnaporthe oryzae	Ophiostoma piceae			hypothetical protein MGG_03138	3	F:molecular_function; P:biological_process; C:cellular_component		N	55	34	57	15	21	0	16	10
gene_4614	0	0	599	Putative uncharacterized protein	Grosmannia clavigera	Grosmannia clavigera			hypothetical protein CMQ_7196	0	-		N	0	0	0	0	0	0	0	0
gene_4615	0.591886512063643	1.1268229139579	556	Pantothenate transporter liz1	Grosmannia clavigera	Ophiostoma piceae			major facilitator superfamily transporter	2	C:integral to membrane; P:transmembrane transport		N	0	8	2	0	0	0	0	0
gene_4616	17.6496799482882	-0.108552052352848	1 503	DEAD DEAH box DNA helicase	Grosmannia clavigera	Ophiostoma piceae			pre-mrna-splicing factor atp-dependent rna helicase prp22	2	F:helicase activity; F:nucleotide binding	-	N	12	32	40	20	36	0	22	26
gene_4617	1.98606860035435	1.75014213378373	335	Histidine triad nucleotide-binding protein	Grosmannia clavigera	Grosmannia clavigera	K10863	APTX; aprataxin [EC:3.-.-.-]	histidine triad nucleotide binding protein	2	P:metabolic process; F:catalytic activity		N	12	4	10	0	0	0	2	0
gene_4618	6.24098779351166	0.943769433475938	188	High mobility group protein	Grosmannia clavigera	Ophiostoma piceae			high mobility group protein	1	F:DNA binding		N	10	21	21	6	10	0	6	2
gene_4619	25.3815670704204	-0.318747878625629	954	Phospholipid metabolism enzyme	Grosmannia clavigera	Ophiostoma piceae			phospholipid metabolism enzyme regulator	0	-		N	26	52	53	18	20	6	22	47
gene_462	26.7221588753057	-0.535152720991283	612	Phenylalanyl-tRNA beta subunit	Grosmannia clavigera	Ophiostoma piceae	K01890	FARSB, pheT; phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]	phenylalanyl-trna synthetase beta chain	6	F:RNA binding; C:phenylalanine-tRNA ligase complex; P:phenylalanyl-tRNA aminoacylation; F:ATP binding; F:phenylalanine-tRNA ligase activity; F:magnesium ion binding	EC:6.1.1.20	N	30	31	68	16	57	2	46	30
gene_4620	81.3460986976408	0.472933319644467	157	Translation initiation factor 1A, Y-chromosomal (eIF-1A Y isoform/eIF-4C)	Grosmannia clavigera	Ophiostoma piceae	K03236	EIF1A; translation initiation factor 1A	eukaryotic translation initiation factor eif-1a	2	P:translational initiation; F:translation initiation factor activity	-	N	174	178	230	56	62	7	133	82
