Gene_ID	Level	logFC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	G_T1_Rep1	G_T1_Rep2	G_T1_Rep3	G_T1_Rep4	G_T2_Rep1	G_T2_Rep2	G_T2_Rep3	G_T2_Rep4
gene_822	7.79999156489005	-2.35957241956266	346	Ribosomal RNA-processing protein 7	Thielavia terrestris	Ophiostoma piceae	K14545	RRP7; ribosomal RNA-processing protein 7	meiotic recombination protein dmc1	3	F:nucleotide binding; F:molecular_function; C:cellular_component		N	7	0	0	19	36	4	18	10
gene_8276	21.4245906067655	-2.25679094963405	892	Probable translation initiation factor eIF-2B subunit epsilon	Grosmannia clavigera	Ophiostoma piceae	K03240	EIF2B5; translation initiation factor eIF-2B subunit epsilon	translation initiation factor eif-2b epsilon	1	P:metabolic process	-	N	16	2	0	63	56	36	48	24
gene_828	20.4286096861912	-3.41507675482128	186	Mismatched base pair and cruciform DNA recognition	Togninia minima	Ophiostoma piceae			mismatched base pair and cruciform dna recognition	0	-		N	22	0	0	7	22	4	172	4
gene_8415	3.33275138935458	-2.06807698127046	309	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_1956	2	F:molecular_function; C:cellular_component		N	0	0	0	11	12	2	3	6
gene_8449	4.09275516674924	-3.10465351324343	324	Putative uncharacterized protein	Nectria haematococca	Ophiostoma piceae			nad -binding protein	1	F:nucleotide binding		N	0	0	0	1	25	0	0	9
gene_8487	10.4505560798169	-2.60261968407777	486	DNA polymerase zeta processivity subunit (Revertibility protein 7)	Grosmannia clavigera	Ophiostoma piceae			mitotic spindle checkpoint protein	1	F:DNA binding		N	10	0	0	20	26	14	24	14
gene_8492	16.2352334761262	-2.41020660195452	341	AN1-type zinc finger protein 1	Grosmannia clavigera	Ophiostoma piceae	K07059	Unclassified; Poorly Characterized	an1-type zinc finger protein	1	F:zinc ion binding	-	N	24	0	0	33	24	24	50	18
gene_8520	12.8026153374726	-3.21424508697892	222	Probable transporter SEO1	Scedosporium apiospermum	Scedosporium apiospermum			vitamin h transporter	2	P:transmembrane transport; C:integral to membrane	-	N	4	0	0	21	109	0	0	23
gene_8524	7.41264666246262	-2.46136188430453	750	Prolyl oligopeptidase	Colletotrichum fioriniae	Ophiostoma piceae	K01303	APEH; acylaminoacyl-peptidase [EC:3.4.19.1]	prolyl oligopeptidase	2	P:proteolysis; F:serine-type peptidase activity		N	6	0	0	16	34	16	28	4
gene_8599	19.4719520823403	-2.73626210435795	396	Putative alpha-ketoglutarate-dependent sulfonate dioxygenase	Togninia minima	Ophiostoma piceae			X-domain-containing protein	2	P:oxidation-reduction process; F:oxidoreductase activity	-	N	8	0	0	58	200	0	4	28
gene_8603	2.24663469507416	-2.07838182691211	193	Isochorismatase family protein	Grosmannia clavigera	Sporothrix schenckii			isochorismatase family	3	P:metabolic process; F:catalytic activity; F:hydrolase activity		N	0	0	0	4	0	0	0	6
gene_8609	8.92538290373019	-4.23655122868281	385	NADPH dehydrogenase 3 (Old yellow enzyme 3)	Togninia minima	Togninia minima	K00354	E1.6.99.1; NADPH2 dehydrogenase [EC:1.6.99.1]	nadh:flavin oxidoreductase nadh oxidase family protein	3	F:FMN binding; F:oxidoreductase activity; P:oxidation-reduction process	-	N	0	0	0	0	8	2	88	0
gene_883	27.6488732734862	-5.81500527100153	690	Benomyl methotrexate resistance protein	Grosmannia clavigera	Ophiostoma piceae	K08158	MDR1; MFS transporter, DHA1 family, multidrug resistance protein	major facilitator superfamily transporter	2	C:integral to membrane; P:transmembrane transport		N	0	0	0	0	112	0	0	67
gene_924	12.0727860162324	-3.13407355367725	529	Putative uncharacterized protein	Penicillium rubens	Ophiostoma piceae			thiosulfate sulfurtransferase	1	F:transferase activity	-	N	14	0	0	4	44	4	9	24
