Gene_ID	level	Log2FC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	ï..Gene_ID	C_T1_Rep1	C_T1_Rep2	C_T1_Rep3	C_T1_Rep4	C_T2_Rep1	C_T2_Rep2	C_T2_Rep3	C_T2_Rep4	protein_ID	transcript_ID
gene_6250	2.66941036106281	-2.66421446550816	723	Zinc finger CCCH domain-containing protein 45 (OsC3H45)	Nectria haematococca	Ophiostoma piceae			yt521-b-like splicing factor	2	F:nucleic acid binding; F:nucleotide binding		N	gene_6273	0	0	0	0	12	4	0	27	1984833	1985087
gene_629	2.28663231005343	-2.47852265459179	211	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6031	0	-		N	gene_630	0	0	0	0	9	10	3	4	1979190	1979444
gene_630	8.25047148399453	-3.13210807635624	230	Fungal cellulose binding domain containing protein	Pyrenophora tritici-repentis	Ophiostoma piceae			glycoside hydrolase family 61 protein	1	F:hydrolase activity		Y	gene_631	0	0	0	6	49	18	12	35	1979191	1979445
gene_6308	1.61520228183566	-2.0807956383081	1 045	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	gene_6329	0	0	0	0	8	2	6	6	1984889	1985143
gene_6418	4.29505607899007	-3.26154768790405	225	LEA domain protein	Togninia minima	Sporothrix schenckii			lea domain protein	0	-		N	gene_6444	0	0	0	0	6	10	2	40	1985004	1985258
gene_6419	2.84664388621427	-2.07124756641	286	Putative uncharacterized protein	Magnaporthe oryzae	Ophiostoma piceae			hypothetical protein MGG_06863	3	F:molecular_function; P:biological_process; C:cellular_component		N	gene_6445	2	0	0	2	6	5	3	22	1985005	1985259
gene_6420	3.75188088135951	-2.00622414209681	348	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			hypothetical protein	3	F:molecular_function; P:biological_process; C:cellular_component		Y	gene_6446	0	0	0	6	10	16	0	12	1985006	1985260
gene_6421	2.26012978109217	-2.00829099520005	211	Putative uncharacterized protein	Togninia minima	Sporothrix schenckii			hypothetical protein MAC_00247	0	-		N	gene_6447	0	0	0	2	4	8	0	14	1985007	1985261
gene_6432	7.45622022127196	-3.99208320927119	305	Putative uncharacterized protein	 				---NA---	0	-		N	gene_6461	0	0	0	0	38	18	22	18	1985021	1985275
gene_6435	3.53775435997111	-3.01355314582765	304	NmrA-like family domain-containing protein 1	Penicillium roqueforti	Ophiostoma piceae			family transcriptional regulator	1	F:nucleotide binding	-	N	gene_6464	0	0	0	0	11	4	2	38	1985024	1985278
gene_6513	6.21913749074397	-2.13314768572006	587	Vegetative incompatibility protein Het-E	Trichoderma virens	Ophiostoma piceae			cmgc protein kinase	7	F:kinase activity; F:ATP binding; F:protein kinase activity; P:phosphorylation; F:nucleotide binding; P:protein phosphorylation; F:transferase activity, transferring phosphorus-containing groups		N	gene_6542	12	0	0	4	34	8	7	36	1985102	1985356
gene_6530	3.37575754749293	-2.44050376615441	384	Serine/threonine-protein kinase PknG	Myceliophthora thermophila	Sporothrix schenckii			serine threonine-protein kinase	4	F:ATP binding; F:protein kinase activity; P:protein phosphorylation; F:transferase activity, transferring phosphorus-containing groups		N	gene_6558	4	0	0	0	41	0	6	16	1985118	1985372
gene_6531	42.7454049601711	-4.07281141364454	429	FAD binding domain protein	Colletotrichum gloeosporioides	Colletotrichum gloeosporioides			fad binding domain protein	4	P:oxidation-reduction process; F:oxidoreductase activity; P:metabolic process; F:monooxygenase activity		N	gene_6559	35	0	0	5	339	6	171	132	1985119	1985373
gene_6559	5.58885357726329	-2.57455446046344	714	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	gene_6589	0	0	0	6	32	4	6	44	1985149	1985403
gene_6609	3.15978532312097	-2.59605225481123	1 613	Heat repeat protein	Grosmannia clavigera	Ophiostoma piceae			heat repeat protein	0	-		N	gene_6639	2	0	0	0	17	10	4	10	1985199	1985453
gene_6619	6.21249879067699	-2.01502399385786	311	Phytanoyl-CoA dioxygenase family protein	Beauveria bassiana	Ophiostoma piceae			phytanoyl- dioxygenase	1	F:transferase activity	-	N	gene_6649	14	0	0	4	16	28	6	3	1985209	1985463
gene_6624	6.89663000181032	-2.76873040732693	472	Putative uncharacterized protein	Pestalotiopsis fici	Ophiostoma piceae			hypothetical protein FOXB_08883	0	-		N	gene_6654	8	0	0	2	24	22	10	22	1985214	1985468
gene_665	2.55590425150974	-2.07857128902551	581	Major facilitator superfamily transporter	Botrytis cinerea	Ophiostoma piceae			efflux pump antibiotic resistance	2	P:transmembrane transport; C:integral to membrane	-	N	gene_666	4	0	0	0	21	10	2	0	1979226	1979480
gene_667	22.7058540483184	-2.20818258626487	1 538	Peroxisomal biogenesis factor 6 (ClaPEX6) (Peroxin-6)	Chaetomium globosum	Ophiostoma piceae	K13339	PEX6, PXAAA1; peroxin-6	peroxisomal biogenesis factor 6	4	P:cellular protein complex assembly; P:entry into host; P:pathogenesis; F:nucleotide binding	-	N	gene_668	46	0	0	22	102	24	82	44	1979228	1979482
gene_6684	5.64984777117679	-2.34102907928572	560	Uncharacterized transporter C1529.01	Fusarium fujikuroi	Fusarium fujikuroi			major facilitator superfamily protein	2	P:transmembrane transport; C:integral to membrane	-	N	gene_6714	0	0	0	8	8	14	6	35	1985274	1985528
gene_6770	8.90736879698836	-2.95393430448763	381	Vacuolar membrane PQ loop repeat protein	Grosmannia clavigera	Ophiostoma piceae			vacuolar membrane pq loop repeat protein	0	-		N	gene_6800	14	0	0	0	41	14	26	31	1985360	1985614
gene_6800	2.79791412267433	-2.72155383164228	210	Putative uncharacterized protein	Trichoderma atroviride	Ophiostoma piceae			hypothetical protein TRIATDRAFT_319823	0	-		N	gene_6830	0	0	0	0	35	4	4	8	1985390	1985644
gene_6832	9.2467286417209	-3.61933046787938	77	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	gene_6863	6	0	0	0	62	36	10	10	1985423	1985677
gene_6847	6.8566471199358	-2.00874964497689	740	ABC fatty acid transporter	Grosmannia clavigera	Ophiostoma piceae	K05676	ABCD2, ALDL1; ATP-binding cassette, subfamily D (ALD), member 2	abc transporter transmembrane region 2	5	P:transmembrane transport; C:integral to membrane; F:ATPase activity, coupled to transmembrane movement of substances; P:ATP catabolic process; F:ATP binding	-	N	gene_6877	12	0	0	7	44	16	12	10	1985437	1985691
gene_6881	12.5474238125327	-2.66207588911747	797	Vegetative incompatibility protein Het-6	Grosmannia clavigera	Ophiostoma piceae			het domain containing protein	7	P:mycelium development; F:molecular_function; C:cellular_component; P:oxidation-reduction process; F:oxidoreductase activity; P:metabolic process; F:nucleotide binding		N	gene_6908	8	0	2	0	115	4	28	52	1985468	1985722
gene_6882	13.9438106593639	-2.24691997761376	510	Putative uncharacterized protein	Beauveria bassiana	Ophiostoma piceae			hypothetical protein BBA_00741	0	-		N	gene_6909	30	0	0	10	102	14	22	59	1985469	1985723
gene_689	15.2661778647257	-2.14744962266667	736	Sad1-interacting factor 2 (Sporulation protein sif2)	Grosmannia clavigera	Ophiostoma piceae			sporulation protein rmd1	0	-		N	gene_690	14	0	0	25	62	14	42	62	1979250	1979504
gene_6964	8.00891973204783	-2.18676252201871	591	Fatty acid transporter protein	Grosmannia clavigera	Ophiostoma piceae			fatty acid transporter	1	F:catalytic activity	-	N	gene_6991	10	0	0	9	49	10	28	9	1985551	1985805
gene_7019.1	66.8474986454356	-2.33916868240392	1 098	CCR4-NOT core complex subunit	Grosmannia clavigera	Ophiostoma piceae			rna recognition domain-containing protein	4	F:metal ion binding; F:nucleic acid binding; F:nucleotide binding; F:zinc ion binding		N	gene_7045	57	0	8	56	464	37	186	209	1985605	1985859
gene_7041	1.7396503647089	-2.16327352850109	500	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	gene_7066	0	0	0	0	6	2	10	2	1985626	1985880
gene_7055	5.98018522753752	-2.88997095535636	560	ATP-dependent RNA helicase DHH1	Grosmannia clavigera	Grosmannia clavigera	K12614	DDX6, RCK, DHH1; ATP-dependent RNA helicase DDX6/DHH1 [EC:3.6.4.13]	atp dependent rna helicase	8	F:transferase activity, transferring phosphorus-containing groups; F:RNA binding; P:regulation of translation; C:cytoplasmic mRNA processing body; F:ATP-dependent helicase activity; F:ATP binding; P:mRNA processing; P:mRNA transport	-	N	gene_7081	4	0	0	2	26	0	18	43	1985641	1985895
gene_7073	4.13059388471994	-2.08470768334045	125	Prefoldin subunit 6 (Gim complex subunit 1)	Thielavia terrestris	Ophiostoma piceae	K04798	pfdB, PFDN6; prefoldin beta subunit	prefoldin subunit	3	P:protein folding; C:prefoldin complex; F:unfolded protein binding	-	N	gene_7098	4	0	0	4	18	4	9	23	1985658	1985912
gene_7074	1.95646225687807	-2.00287483161684	210	Putative uncharacterized protein	Colletotrichum fioriniae	Ophiostoma piceae			hypothetical protein CH063_03867	0	-		N	gene_7099	2	0	0	0	32	1	2	5	1985659	1985913
gene_7077	2.42181123447301	-2.09496731144923	778	Halomucin	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7731	0	-		N	gene_7102	0	0	0	2	13	0	6	18	1985662	1985916
gene_7099	19.249814457976	-2.54521183261705	2 343	DNA polymerase epsilon catalytic subunit A	Grosmannia clavigera	Ophiostoma piceae	K02324	POLE1; DNA polymerase epsilon subunit 1 [EC:2.7.7.7]	dna polymerase epsilon	6	F:DNA-directed DNA polymerase activity; P:DNA replication; F:DNA binding; C:nucleus; F:zinc ion binding; F:nucleotide binding	EC:2.7.7.7	N	gene_7124	38	0	0	10	102	26	51	60	1985684	1985938
gene_7100	16.4977376760771	-2.0354355354177	940	Phosphatidylinositol 4,5-bisphosphate-binding protein SLM1	Grosmannia clavigera	Ophiostoma piceae			ph domain-containing protein	1	F:phospholipid binding		N	gene_7125	22	0	0	26	81	4	50	71	1985685	1985939
gene_7152	1.99191904361334	-2.02433359910769	245	Putative uncharacterized protein	Ajellomyces capsulatus	Ophiostoma piceae			predicted protein	0	-		N	gene_7177	2	0	0	0	13	6	2	6	1985737	1985991
gene_7161	8.39774967990758	-2.44564706159486	815	Putative uncharacterized protein	Chaetomium thermophilum	Ophiostoma piceae			hypothetical protein CTHT_0049100	5	F:rRNA (adenine-N6,N6-)-dimethyltransferase activity; P:rRNA modification; P:rRNA methylation; F:rRNA methyltransferase activity; F:DNA binding		N	gene_7186	8	0	0	8	21	12	26	34	1985746	1986000
gene_7184	4.37398443874369	-3.28510164495064	480	Dibenzothiophene desulfurization enzyme A, putative	Capronia epimyces	Ophiostoma piceae			nitrilotriacetate monooxygenase component a	2	F:oxidoreductase activity; P:metabolic process	-	N	gene_7209	0	0	0	0	0	32	0	0	1985769	1986023
gene_7209	8.43415256063108	-2.1218337508511	788	Probable transcription repressor protein RGM1	Pseudogymnoascus destructans	Ophiostoma piceae	K09237	K09237; Cys2His2 zinc finger developmental/cell cycle regulator, other	c2h2 transcription	1	F:binding	-	N	gene_7233	23	0	0	3	61	2	28	24	1985793	1986047
gene_7247	8.98787024299562	-2.14100308632037	525	Solute carrier family 40 member 1 (Ferroportin-1)	Magnaporthe oryzae	Ophiostoma piceae	K14685	SLC40A1, FPN1; solute carrier family 40 (iron-regulated transporter), member 1	abhydrolase domain containing protein 12	4	F:iron ion transmembrane transporter activity; C:integral to membrane; P:iron ion transmembrane transport; F:hydrolase activity		N	gene_7271	10	0	0	12	35	20	20	22	1985831	1986085
gene_7250	7.42653092056836	-2.21983994909484	794	Glycoside hydrolase family 94 protein	Thielavia terrestris	Ophiostoma piceae			glycoside hydrolase family 94 protein	3	P:carbohydrate metabolic process; F:hydrolase activity, acting on glycosyl bonds; F:carbohydrate binding	-	N	gene_7274	12	0	0	6	45	10	17	24	1985834	1986088
gene_7268	13.4637994308023	-3.32965591615325	3 261	Putative uncharacterized protein	Glarea lozoyensis	Ophiostoma piceae			hypothetical protein LEMA_P094020.1	0	-		N	gene_7292	8	0	0	6	110	16	43	25	1985852	1986106
gene_7352	7.80588622320867	-2.09534731664681	653	Phenol 2-monooxygenase (Phenol hydroxylase)	Colletotrichum higginsianum	Ophiostoma piceae			fad binding domain-containing protein	2	P:oxidation-reduction process; F:oxidoreductase activity	-	N	gene_7374	16	0	0	6	34	14	22	16	1985934	1986188
gene_7415	10.1943510915563	-2.11352362039679	579	Siderophore iron transporter mirB (Triacetylfusarinine C permease)	Togninia minima	Ophiostoma piceae			siderophore iron transporter mirb	2	C:integral to membrane; P:transmembrane transport		N	gene_7437	7	0	2	4	4	29	14	47	1985997	1986251
gene_7531	73.4568986452808	-2.93114964077681	258	Putative uncharacterized protein	Thielavia terrestris	Ophiostoma piceae			hypothetical protein THITE_2053343	4	C:extracellular region; P:carbohydrate metabolic process; F:cellulose binding; F:hydrolase activity, hydrolyzing O-glycosyl compounds	EC:3.2.1.0	Y	gene_7556	14	0	1	94	344	109	173	294	1986116	1986370
gene_7539	8.16143537492399	-2.36510628019419	467	Allergen Fus c 3	Grosmannia clavigera	Ophiostoma piceae			helix-loop-helix dna-binding domain containing protein	1	F:binding	-	N	gene_7564	12	0	0	6	59	17	12	21	1986124	1986378
gene_7554	2.86184225777663	-2.07828694031309	981	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7442	0	-		N	gene_7578	2	0	0	2	21	0	12	8	1986138	1986392
gene_7605	8.53714194698898	-2.23609250621433	185	U6 snRNA-associated Sm-like protein LSm1	Grosmannia clavigera	Ophiostoma piceae	K12620	LSM1; U6 snRNA-associated Sm-like protein LSm1	small nuclear ribonucleoprotein	2	F:nucleic acid binding; C:ribonucleoprotein complex	-	N	gene_7631	16	0	0	6	14	28	17	18	1986191	1986445
gene_7695	2.06320472871031	-2.35794871440757	358	Similar to hemolysin-III channel protein Izh2	Botrytis cinerea	Ophiostoma piceae			adiponectin receptor protein	1	C:integral to membrane		N	gene_7722	0	0	0	0	8	12	0	2	1986282	1986536
gene_7711	19.927036825601	-3.34276979472738	878	Beta-glucosidase B (Cellobiase B/Gentiobiase B)	Togninia minima	Ophiostoma piceae			glycoside hydrolase family 3 protein	2	P:carbohydrate metabolic process; F:beta-glucosidase activity	EC:3.2.1.21	N	gene_7738	14	0	0	10	60	72	24	61	1986298	1986552
gene_7756	1.58961821526523	-2.06323937806813	84	Putative uncharacterized protein	Colletotrichum gloeosporioides	Ophiostoma piceae			hypothetical protein GLRG_04868	0	-		N	gene_7785	0	0	0	0	9	2	1	14	1986345	1986599
gene_7767	4.83923842191071	-2.56675367619965	500	MFS monocarboxylate transporter, putative	Metarhizium anisopliae	Ophiostoma piceae			mfs monocarboxylate transporter	1	F:binding	-	N	gene_7796	1	0	0	4	6	18	4	22	1986356	1986610
gene_7829	7.98703579093488	-2.10058758535784	339	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6066	3	F:molecular_function; P:biological_process; C:cellular_component		N	gene_7853	15	0	0	7	53	20	13	10	1986413	1986667
gene_8009	141.604241631014	-2.04750014633525	527	General substrate transporter	Togninia minima	Ophiostoma piceae			hexose transporter	4	F:substrate-specific transmembrane transporter activity; C:integral to membrane; P:transmembrane transport; P:carbohydrate transport	-	N	gene_8037	30	2	12	248	516	300	287	354	1986597	1986851
gene_8065	8.97478838322209	-2.88568477859931	1 321	1-phosphatidylinositol-bisphosphate phosphodiesterase	Grosmannia clavigera	Ophiostoma piceae	K05857	PLCD; phosphatidylinositol phospholipase C, delta [EC:3.1.4.11]	phosphoinositide-specific phospholipase c	1	F:phosphoric diester hydrolase activity	EC:3.1.4.0	N	gene_8092	7	0	0	5	40	11	24	42	1986652	1986906
gene_8118	4.11244160542906	-2.78178104667265	309	Altered inheritance of mitochondria protein 6	Grosmannia clavigera	Ophiostoma piceae			alkaline phosphatase	2	P:lipid metabolic process; F:phosphoric diester hydrolase activity	EC:3.1.4.0	Y	gene_8144	0	0	0	2	11	2	26	6	1986704	1986958
gene_8185	8.08973289575572	-2.1516212100986	1 169	Xylanolytic transcriptional activator xlnR (Xylanase regulator)	Magnaporthe oryzae	Ophiostoma piceae			transcriptional activator xlnr	2	P:transcription, DNA-dependent; F:binding	-	N	gene_8208	16	0	0	6	25	10	28	24	1986768	1987022
gene_8252	2.33747031267762	-2.50460529813859	519	Major facilitator superfamily transporter	Grosmannia clavigera	Ophiostoma piceae			mfs transporter	2	C:integral to membrane; P:transmembrane transport		N	gene_8272	0	0	0	0	22	6	4	4	1986832	1987086
gene_8338	2.86281193193166	-2.47073278832571	133	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			hypothetical protein NECHADRAFT_78890	6	F:RNA polymerase II transcription cofactor activity; C:mediator complex; P:regulation of transcription from RNA polymerase II promoter; F:molecular_function; P:biological_process; C:cellular_component		N	gene_8358	2	0	0	0	31	4	4	10	1986918	1987172
gene_8401	13.9255912464582	-2.02774239033674	472	Ribosomal protein s17	Grosmannia clavigera	Ophiostoma piceae			ribosomal protein s17	3	C:ribosome; F:structural constituent of ribosome; P:translation	-	Y	gene_8424	54	0	0	0	27	32	8	84	1986984	1987238
gene_841	1.9151703407079	-2.27212494518032	367	Mitochondrial outer membrane protein	Grosmannia clavigera	Ophiostoma piceae			mitochondrial outer membrane protein	2	C:mitochondrial outer membrane; P:protein targeting to mitochondrion		N	gene_839	0	0	0	0	20	2	8	0	1979399	1979653
gene_8418	2.79875356563919	-2.44221199619005	341	Delta-9 acyl-CoA desaturase	Grosmannia clavigera	Grosmannia clavigera			delta-9 acyl- desaturase	2	P:lipid metabolic process; F:heme binding		N	gene_8442	2	0	0	0	0	18	0	4	1987002	1987256
gene_8419	1.76510296430615	-2.17957663204529	401	WD repeat-containing protein C18.15	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_1844	0	-		N	gene_8443	0	0	0	0	10	2	10	0	1987003	1987257
gene_8492	5.86340012780439	-2.32232952161958	341	AN1-type zinc finger protein 1	Grosmannia clavigera	Ophiostoma piceae	K07059	Unclassified; Poorly Characterized	an1-type zinc finger protein	1	F:zinc ion binding	-	N	gene_8519	6	0	0	5	36	8	16	16	1987079	1987333
gene_8541	3.90509140785181	-2.52543704770437	345	Glutathione S-transferase omega-like 2	Exophiala dermatitidis	Ophiostoma piceae			glutathione s-transferase gst3	1	F:transferase activity	-	N	gene_8569	5	0	0	0	44	0	6	22	1987129	1987383
gene_8555	3.54027910411438	-2.58386736840661	406	Putative uncharacterized protein	Gaeumannomyces graminis	Ophiostoma piceae			hypothetical protein GGTG_03353	0	-		N	gene_8583	0	0	0	2	15	6	8	18	1987143	1987397
gene_8571	3.03239760737647	-2.01888568821844	923	Putative uncharacterized protein	Propionibacterium acidipropionici	Sporothrix schenckii			glycerophosphoryl diester phosphodiesterase	6	P:metabolic process; F:catalytic activity; P:lipid metabolic process; F:phosphoric diester hydrolase activity; F:glycerophosphodiester phosphodiesterase activity; P:glycerol metabolic process		Y	gene_8599	0	0	0	4	16	4	12	4	1987159	1987413
gene_8576	1.71467860475345	-2.14709734935766	766	Positive regulator of purine utilization	Fusarium oxysporum	Ophiostoma piceae			transcription factor fungi	2	P:transcription, DNA-dependent; F:binding	-	N	gene_8604	0	0	0	0	4	4	8	2	1987164	1987418
gene_8586	2.61037655909597	-2.63708925143434	499	3-hydroxybenzoate 6-hydroxylase	Fusarium oxysporum	Fusarium oxysporum			salicylate hydroxylase	2	F:oxidoreductase activity; P:oxidation-reduction process	-	N	gene_8614	0	0	0	0	16	0	18	0	1987174	1987428
gene_8594	2.64207410321536	-2.12117360791394	551	General amino acid permease	Grosmannia clavigera	Ophiostoma piceae			aat family amino acid transporter	3	C:integral to membrane; F:amino acid transmembrane transporter activity; P:amino acid transmembrane transport	-	N	gene_8622	4	0	0	0	18	8	4	4	1987182	1987436
gene_8599	20.095181510052	-2.01323122401117	396	Putative alpha-ketoglutarate-dependent sulfonate dioxygenase	Togninia minima	Ophiostoma piceae			X-domain-containing protein	2	P:oxidation-reduction process; F:oxidoreductase activity	-	N	gene_8628	40	0	2	12	74	78	20	12	1987188	1987442
gene_881	6.67500980720836	-2.24696833846846	700	ATP-dependent DNA helicase II subunit 1 (Ku70)	Grosmannia clavigera	Ophiostoma piceae	K10884	XRCC6, KU70, G22P1; ATP-dependent DNA helicase 2 subunit 1	protein ku70	9	F:ATP-dependent DNA helicase activity; P:regulation of transcription, DNA-dependent; P:double-strand break repair via nonhomologous end joining; F:DNA binding; C:DNA-dependent protein kinase-DNA ligase 4 complex; F:sequence-specific DNA binding transcription factor activity; F:nucleotide binding; C:chromosome; P:transcription from RNA polymerase II promoter	-	N	gene_880	2	0	0	10	38	4	18	30	1979440	1979694
gene_90	6.47480024735221	-2.20067114528609	803	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			bactericidal permeability-increasing protein	4	F:lipid binding; F:molecular_function; P:biological_process; C:cellular_component		N	gene_93	2	0	0	10	34	4	12	40	1978653	1978907
gene_94	23.2824518227869	-2.15780275308204	121	Putative uncharacterized protein	Aureobasidium subglaciale	Ophiostoma piceae			hypothetical protein MGG_04873	3	F:molecular_function; P:biological_process; C:cellular_component		N	gene_97	2	0	6	12	38	54	36	105	1978657	1978911
gene_959	8.35260994479949	-2.50739291352031	552	Conserved hypothetical protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_652	0	-		N	gene_960	10	0	0	6	18	28	12	26	1979520	1979774
gene_959.1	2.03786761128012	-2.34361681246852	308	Putative uncharacterized protein	 					0	-		N	gene_961	0	0	0	0	8	10	0	6	1979521	1979775
gene_969	14.8707212466831	-3.00720338372683	454	Zinc alcohol dehydrogenase	Stachybotrys chartarum	Ophiostoma piceae			s- glutathione dehydrogenase	4	F:oxidoreductase activity; F:nucleotide binding; P:oxidation-reduction process; F:zinc ion binding	-	N	gene_972	8	0	0	12	64	8	54	66	1979532	1979786
gene_99	2.82175660373587	-2.49879319204781	1 167	H/K ATPase alpha subunit	Neosartorya fischeri	Sporothrix schenckii	K01539	ATP1A; sodium/potassium-transporting ATPase subunit alpha [EC:3.6.3.9]	h k atpase alpha	5	F:ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism; P:ion transport; F:nucleotide binding; P:metabolic process; C:membrane	-	N	gene_102	0	0	0	1	35	0	4	16	1978662	1978916
