Gene_ID	Level	logFC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	A_T1_Rep1	A_T1_Rep2	A_T1_Rep3	A_T1_Rep4	A_T2_Rep1	A_T2_Rep2	A_T2_Rep3	A_T2_Rep4
gene_4264	6.33849736949222	0.0629267728344869	820	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7024	3	P:mycelium development; F:molecular_function; C:cellular_component		N	14	6	14	6	2	6	0	16
gene_4265	2.89752709344669	1.92785972476675	1 950	Septation initiation network scaffold protein cdc11 (Cell division control protein 11)	Grosmannia clavigera	Ophiostoma piceae			leucine-rich repeat-containing protein 23	2	P:biological_process; C:cellular_component		N	9	12	14	2	0	0	0	4
gene_4266	5.43457645754365	0.397820753832533	511	Alpha-mannosyltransferase	Togninia minima	Ophiostoma piceae	K03843	ALG2; alpha-1,3/alpha-1,6-mannosyltransferase [EC:2.4.1.132 2.4.1.257]	alg2_neucr ame: full=alpha- -mannosyltransferase alg-2 ame: full=asparagine-linked glycosylation protein 2 ame: full=gdp-man:man c -pp-dol alpha- -mannosyltransferase ame: full=gdp-man:man c -pp-dolichol mannosyltransferase ame: full=gdp-man:man c -pp-dol alpha- -mannosyltransferase	4	F:transferase activity, transferring glycosyl groups; P:biosynthetic process; C:endoplasmic reticulum; C:membrane part	-	N	4	12	12	10	0	4	8	2
gene_4267	0.064012294213309	0.173798515621919	100	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	0	0	1	0	0	0	0	0
gene_4268	14.3976627987465	-0.153294667352281	2 275	Dedicator of cytokinesis protein 4	Grosmannia clavigera	Ophiostoma piceae	K05727	DOCK3_4_5; dedicator of cytokinesis 3/4/5	group protein	3	F:guanyl-nucleotide exchange factor activity; F:GTPase binding; F:GTP binding	-	N	34	26	26	6	0	14	22	17
gene_4269	13.0055607454252	-0.851343490279142	268	Vacuolar iron transporter	Grosmannia clavigera	Ophiostoma piceae			vacuolar iron transporter	0	-		N	10	10	31	8	0	16	10	54
gene_427	1.48212722660249	0.841744508171199	392	C6 zinc finger fungal transcription factor	Grosmannia clavigera	Ophiostoma piceae			c6 zinc finger domain containing protein	6	P:regulation of transcription, DNA-dependent; P:transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; C:nucleus		N	1	4	8	2	0	0	0	5
gene_427.1	2.29703531637469	1.12806240167984	267	C6 zinc finger fungal transcription factor	Grosmannia clavigera	Ophiostoma piceae			c6 zinc finger domain containing protein	6	P:regulation of transcription, DNA-dependent; P:transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; C:nucleus		Y	0	18	8	2	0	0	2	2
gene_4270	8.91766719852597	-1.21323825926376	471	Acetylornithine aminotransferase	Grosmannia clavigera	Ophiostoma piceae	K00818	E2.6.1.11, argD; acetylornithine aminotransferase [EC:2.6.1.11]	acetylornithine aminotransferase	3	F:pyridoxal phosphate binding; P:arginine metabolic process; F:transaminase activity	EC:2.6.1.0	N	4	10	12	6	0	0	22	29
gene_4271	18.1683519436897	-1.3406738464613	750	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7010	0	-		N	18	14	15	12	8	18	16	48
gene_4272	84.2811957777582	-0.392559791626784	307	Mitochondrial phosphate carrier protein (Phosphate transport protein)	Togninia minima	Ophiostoma piceae	K15102	SLC25A3, PHC, PIC; solute carrier family 25 (mitochondrial phosphate transporter), member 3	mitochondrial phosphate carrier protein	3	C:integral to mitochondrial inner membrane; F:inorganic phosphate transmembrane transporter activity; P:phosphate ion transmembrane transport	-	N	119	161	115	73	16	128	73	93
gene_4273	7.18206966381606	1.65536847976078	442	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			peroxin 22-like protein	3	F:molecular_function; P:biological_process; C:cellular_component		N	14	32	24	9	1	2	0	9
gene_4274	8.86158553567063	0.582332843140692	1 148	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae	K11361	SPT20, ADA5; transcription factor SPT20	hypothetical protein CMQ_6553	0	-		N	11	34	37	2	0	8	11	2
gene_4275	8.53896865884562	-0.425276202646041	598	Translation initiation factor elF-2B subunit gamma	Grosmannia clavigera	Ophiostoma piceae	K03241	EIF2B3; translation initiation factor eIF-2B subunit gamma	eukaryotic translation initiation factor subunit	2	P:biosynthetic process; F:transferase activity	-	N	16	20	9	4	2	14	6	10
gene_4277	49.4061172087476	0.15596000543624	430	Transcription factor steA	Grosmannia clavigera	Ophiostoma piceae			zinc finger protein odd-paired-like	3	F:nucleic acid binding; F:zinc ion binding; C:intracellular		N	59	146	57	68	20	46	23	34
gene_4278	16.326804521484	1.30890372994201	778	Leucine rich repeat domain containing protein	Grosmannia clavigera	Ophiostoma piceae			leucine rich repeat domain containing protein	0	-		N	46	48	53	14	6	6	4	0
gene_4279	18.5180806305804	-1.15819171197695	710	Major facilitator superfamily transporter monocarboxylic acid	Grosmannia clavigera	Ophiostoma piceae			major facilitator superfamily transporter monocarboxylic acid	1	C:membrane	-	N	6	26	26	14	8	10	14	65
gene_428	2.43460506232387	0.530527230874855	404	Tafazzin	Grosmannia clavigera	Ophiostoma piceae	K13511	TAZ; monolysocardiolipin acyltransferase [EC:2.3.1.-]	acyltransferase-like protein	3	P:metabolic process; F:transferase activity, transferring acyl groups; F:transferase activity		N	0	8	4	6	0	6	0	0
gene_4280	9.36913264638727	0.653211002950407	487	Histidyl-tRNA mitochondrial	Grosmannia clavigera	Ophiostoma piceae	K01892	HARS, hisS; histidyl-tRNA synthetase [EC:6.1.1.21]	histidyl-trna synthetase	4	C:cytoplasm; P:histidyl-tRNA aminoacylation; F:ATP binding; F:histidine-tRNA ligase activity	EC:6.1.1.21	N	20	28	28	6	0	0	10	21
gene_4281	1.2204272015341	0.374992555360059	1 189	Uncharacterized transcriptional regulatory protein C3C7.04	Neurospora crassa	Ophiostoma piceae			transcription factor	1	P:transcription, DNA-dependent	-	N	0	14	0	0	0	0	0	6
gene_4282	2.11716973256002	-1.05651965800693	400	Adenosine deaminase	Grosmannia clavigera	Ophiostoma piceae	K01488	E3.5.4.4, ADA, add; adenosine deaminase [EC:3.5.4.4]	adenosine deaminase	4	P:purine-containing compound metabolic process; F:catalytic activity; P:nucleobase-containing compound biosynthetic process; P:nucleobase-containing small molecule metabolic process	-	N	0	0	8	0	0	4	2	8
gene_4283	10.0507037778977	0.404396787657687	811	Hormone-sensitive lipase	Grosmannia clavigera	Ophiostoma piceae	K07188	E3.1.1.79, LIPE, HSL; hormone-sensitive lipase [EC:3.1.1.79]	hormone-sensitive lipase	2	F:hydrolase activity; P:metabolic process		N	23	18	12	15	2	4	2	30
gene_4284	7.75317233248999	-0.90871463197635	539	Glutamate decarboxylase 1 (GAD 1)	Thielavia terrestris	Ophiostoma piceae	K01580	E4.1.1.15, gadB, gadA, GAD; glutamate decarboxylase [EC:4.1.1.15]	glutamate decarboxylase	3	F:pyridoxal phosphate binding; P:glutamate metabolic process; F:glutamate decarboxylase activity	EC:4.1.1.15	N	8	4	6	9	6	2	2	22
gene_4285	2.53088070865574	0.818076706054149	662	Acyl-CoA synthetases/AMP-acid ligases II	Colletotrichum gloeosporioides	Ophiostoma piceae			acyl- synthetases amp-acid ligases ii	1	F:catalytic activity	-	N	2	9	4	6	0	0	0	10
gene_4286	0.903371464252393	0.928539431384714	264	3-oxoacyl-acyl-carrier-protein reductase	Pestalotiopsis fici	Ophiostoma piceae	K00019	E1.1.1.30, bdh; 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]	aba4 protein	4	P:oxidation-reduction process; F:oxidoreductase activity; P:metabolic process; F:nucleotide binding		N	0	2	10	0	0	0	0	2
gene_4287	0.669547572020924	1.22595054533534	626	Putative uncharacterized protein	Verticillium alfalfae	Sporothrix schenckii			duf1446 domain protein	0	-		N	0	2	0	4	0	0	0	0
gene_4288	2.61303446386602	-0.149770380138705	409	Putative uncharacterized protein	Colletotrichum gloeosporioides	Ophiostoma piceae			bzip transcription factor	3	P:regulation of transcription, DNA-dependent; F:sequence-specific DNA binding; F:sequence-specific DNA binding transcription factor activity		N	2	17	2	0	0	0	0	18
gene_4289	5.28478337361171	-0.761581691352132	278	Enoyl-CoA hydratase/isomerase	Colletotrichum fioriniae	Ophiostoma piceae	K01661	menB; naphthoate synthase [EC:4.1.3.36]	enoyl- hydratase	2	P:metabolic process; F:isomerase activity	-	N	2	10	0	8	0	8	2	24
gene_429	4.54870421630964	-2.86522433129591	209	Sedlin	Grosmannia clavigera	Ophiostoma piceae			sedlin	1	P:transport	-	N	2	0	0	0	0	26	2	1
gene_4290	2.61304908841306	1.02488089669249	322	Probable enoyl-CoA hydratase 2	Colletotrichum fioriniae	Ophiostoma piceae			peroxisomal dehydratase	2	P:oxidation-reduction process; F:oxidoreductase activity	-	N	8	6	10	2	0	0	2	4
gene_4291	3.40805189013403	-1.70747126264267	558	4-coumarate-CoA ligase	Pestalotiopsis fici	Ophiostoma piceae			amp dependent	1	F:catalytic activity	-	N	2	2	4	0	2	0	2	20
gene_4292	0.830453925623054	-0.162556484988386	226	Putative uncharacterized protein	Colletotrichum gloeosporioides	Ophiostoma piceae			4-coumarate- ligase	3	F:ligase activity; P:metabolic process; F:catalytic activity		N	0	2	4	0	0	0	0	6
gene_4293	44.1104773200208	-1.06946357326306	358	D-2-hydroxyacid dehydrogenase	Fusarium oxysporum	Ophiostoma piceae			phosphoglycerate dehydrogenase-like oxidoreductase	4	F:cofactor binding; F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; P:oxidation-reduction process; F:nucleotide binding	EC:1.1.1.0	N	26	73	36	40	28	50	28	52
gene_4294	13.3373940145658	1.36380022909949	288	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7019	0	-		N	31	66	24	15	0	14	0	18
gene_4295	0	0	156	D-isomer specific 2-hydroxyacid dehydrogenase	Togninia minima	Togninia minima			d-isomer specific 2-hydroxyacid dehydrogenase	1	F:binding	-	N	0	0	0	0	0	0	0	0
gene_4296	26.3758321370063	0.913531643660309	100	Cerato-ulmin (Dutch elm disease "toxin")	Geosmithia sp.	Ophiostoma ulmi			cerato-ulmin	3	C:extracellular region; C:cell wall; P:pathogenesis	-	Y	64	117	73	7	0	2	45	2
gene_4297	6.08161091090245	1.28366085596942	423	Gelsolin-like protein 1 (Actin-modulator)	Grosmannia clavigera	Ophiostoma piceae	K05768	GSN; gelsolin	actin-binding protein	1	F:binding	-	N	4	4	40	10	2	0	0	8
gene_4298	0.107670408794047	0.28136094502011	282	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	0	2	0	0	0	0	0	0
gene_4299	64.8756380204774	1.35045566689763	201	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			extracellular serine-rich protein	0	-		Y	167	238	152	72	0	10	45	103
gene_43	41.0852178292155	0.668623122538603	85	Metal homeostasis factor atx1	Chaetomium globosum	Chaetomium globosum			heavy-metal-associated domain-containing protein	2	F:metal ion binding; P:metal ion transport		N	116	90	83	38	4	44	16	54
gene_430	2.00063878897839	-1.21070795925528	342	Putative uncharacterized protein	Thielavia terrestris	Ophiostoma piceae			hypothetical protein THITE_2094595	0	-		N	2	2	2	0	0	0	8	1
gene_4300	6.40677702984049	-0.214424599545255	302	Membrane-associated progesterone receptor	Grosmannia clavigera	Ophiostoma piceae			membrane-associated progesterone receptor	1	F:heme binding		N	6	25	8	4	2	4	2	20
gene_4301	6.43897258260835	-0.217820601644331	920	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6728	3	F:molecular_function; P:biological_process; C:cellular_component		N	9	10	19	3	6	2	2	0
gene_4302	0.51929769897254	0.397795314020684	540	Cytochrome P450 (CYP529A5)	Grosmannia clavigera	Sporothrix schenckii	K07410	CYP1B1; cytochrome P450, family 1, subfamily B, polypeptide 1 [EC:1.14.14.1]	cytochrome p450	8	F:heme binding; C:membrane; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:monooxygenase activity; F:iron ion binding; P:mycelium development; F:electron carrier activity; P:oxidation-reduction process	-	N	0	2	4	0	0	0	0	2
gene_4303	12.0075144867132	-0.05349923007133	927	pH-response regulator protein palA/RIM20	Grosmannia clavigera	Ophiostoma piceae	K12200	PDCD6IP, ALIX, RIM20; programmed cell death 6-interacting protein	ph-response regulator protein pala rim20	2	F:molecular_function; C:cellular_component		N	10	28	20	16	2	6	16	16
gene_4304	1.92188566046568	-0.548071693969369	383	Lipase/esterase, putative	Beauveria bassiana	Ophiostoma piceae			lipase	2	F:hydrolase activity; P:metabolic process		N	0	8	4	0	0	2	0	12
gene_4305	0.32301122638214	0.718984015146387	230	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6836	0	-		Y	0	6	0	0	0	0	0	0
gene_4306	4.94281329015651	0.604964495493733	809	Glycosyl hydrolase, family 31	Cladophialophora carrionii	Cladophialophora carrionii	K01811	yicI; alpha-D-xyloside xylohydrolase [EC:3.2.1.177]	o-glycosyl hydrolase	7	F:hydrolase activity, hydrolyzing O-glycosyl compounds; F:carbohydrate binding; F:hydrolase activity; P:carbohydrate metabolic process; F:catalytic activity; P:metabolic process; F:hydrolase activity, acting on glycosyl bonds		Y	5	10	20	6	0	0	2	19
gene_4307	14.197830724588	0.529519275787878	446	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6924	0	-		N	26	36	37	14	0	8	16	19
gene_4308	6.26448159257952	3.75797937507803	535	MSF transporter	Grosmannia clavigera	Ophiostoma piceae			major facilitator superfamily transporter	1	P:mycelium development	-	N	12	39	36	6	0	0	0	0
gene_4309	0	0	40	Putative uncharacterized protein	 				---NA---	0	-		N	0	0	0	0	0	0	0	0
gene_431	16.6417699185488	0.0424339465167991	1 407	Nucleoporin nup132 (Nuclear pore protein nup132)	Grosmannia clavigera	Ophiostoma piceae	K14300	NUP133; nuclear pore complex protein Nup133	nuclear pore complex subunit	0	-		N	27	32	43	12	4	6	8	50
gene_4310	100.420252414327	-0.214381042485067	613	Major facilitator superfamily transporter peptide	Grosmannia clavigera	Ophiostoma piceae	K03305	TC.POT; proton-dependent oligopeptide transporter, POT family	general substrate transporter	3	P:transport; C:membrane; F:transporter activity	-	N	253	110	197	46	56	95	26	108
gene_4311	2.07719105546853	-1.30874042819877	325	Glycoside hydrolase family 61 protein	Colletotrichum fioriniae	Ophiostoma piceae			glycoside hydrolase family 61 protein	1	F:hydrolase activity	-	Y	2	4	0	0	0	0	4	12
gene_4312	1.1571431016055	1.72869819100977	385	Methyltransferase domain-containing protein	Colletotrichum gloeosporioides	Ophiostoma piceae			methyltransferase domain-containing protein	1	F:transferase activity	-	N	4	0	4	4	0	0	0	0
gene_4313	0	0	480	Major facilitator superfamily transporter	Pseudogymnoascus destructans	Ophiostoma piceae			mfs multidrug	2	C:integral to membrane; P:transmembrane transport		N	0	0	0	0	0	0	0	0
gene_4314	8.89874248453194	4.01186274917688	677	Putative uncharacterized protein	Macrophomina phaseolina	Ophiostoma piceae			cytochrome mitochondrial	6	F:metal ion binding; P:oxidation-reduction process; F:heme binding; F:oxidoreductase activity; F:catalytic activity; F:FMN binding		Y	12	67	48	8	0	0	0	1
gene_4315	103.661116346815	0.363339055778226	440	Integral membrane protein	Colletotrichum gloeosporioides	Ophiostoma piceae			integral membrane protein	0	-		Y	165	204	184	154	19	33	101	157
gene_4316	3.18742895106147	-0.122805789714572	112	Putative uncharacterized protein	Fusarium fujikuroi	Ophiostoma piceae			structural toxin protein	3	F:molecular_function; P:biological_process; C:cellular_component		N	0	8	8	4	0	2	4	8
gene_4317	4.42591838665741	-0.469902633087302	513	Tetrahydrofolylpolyglutamate synthase	Grosmannia clavigera	Ophiostoma piceae	K01930	E6.3.2.17; folylpolyglutamate synthase [EC:6.3.2.17]	tetrahydrofolylpolyglutamate synthase	3	F:ligase activity; P:folic acid-containing compound biosynthetic process; P:small molecule metabolic process	-	N	10	12	0	2	2	0	0	22
gene_4318	16.4264673725373	-0.629608084653905	348	Voltage-gated K+ channel beta subunit	Grosmannia clavigera	Ophiostoma piceae	K04882	KCNAB1; potassium voltage-gated channel Shaker-related subfamily A, beta member 1	voltage-gated k channel beta	1	F:ion channel activity	-	N	15	40	28	8	6	12	14	36
gene_4319	5.11544586791765	1.02190445663538	564	Quinidine resistance protein 2	Grosmannia clavigera	Ophiostoma piceae			chloramphenicol resistance protein	2	P:transmembrane transport; C:integral to membrane	-	N	18	10	2	10	0	8	0	4
gene_432	36.0780943098853	-0.240568074143612	453	Casein kinase I homolog 1	Gaeumannomyces graminis	Ophiostoma piceae	K02218	CSNK1, CK1; casein kinase 1 [EC:2.7.11.1]	ck1 ck1 ck1-g protein kinase	12	C:mating projection; P:response to glucose stimulus; P:protein phosphorylation; C:cellular bud neck; P:cytokinesis; C:fungal-type vacuole membrane; F:protein serine/threonine kinase activity; C:mitochondrion; P:cell morphogenesis; F:ATP binding; P:endocytosis; C:endoplasmic reticulum	EC:2.7.11.0	N	35	67	76	36	12	29	16	84
gene_4320	16.5059017302968	0.741923935243887	1 193	IQ calmodulin-binding motif domain containing protein	Grosmannia clavigera	Ophiostoma piceae			iq calmodulin-binding domain-containing protein domain-containing protein	0	-		N	22	75	36	16	7	0	8	16
gene_4321	44.9157044995537	0.260476732660968	898	Aminopeptidase 2	Magnaporthe oryzae	Ophiostoma piceae	K01269	E3.4.11.-; aminopeptidase [EC:3.4.11.-]	aminopeptidase 2	1	F:peptidase activity, acting on L-amino acid peptides	-	N	77	102	90	48	16	28	21	60
gene_4322	50.85338013542	1.48722742689925	1 732	DNA damage-responsive transcriptional repressor RPH1	Grosmannia clavigera	Ophiostoma piceae			domain-containing protein	1	F:metal ion binding	-	N	126	117	144	82	2	28	17	61
gene_4323	6.60333829717899	1.58560168752992	328	Putative uncharacterized protein	Magnaporthe oryzae	Ophiostoma piceae			hypothetical protein MGG_07657	3	F:molecular_function; C:cellular_component; P:biological_process		N	4	45	14	11	0	0	0	18
gene_4324	0.279353111801402	0.640349042410676	286	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	0	4	1	0	0	0	0	0
gene_4325	14.0813240206627	-0.0447113594641412	598	Dihydrosphingosine 1-phosphate phosphatase C823.11	Grosmannia clavigera	Ophiostoma piceae			long-chain base protein 3	1	F:catalytic activity	-	N	26	43	20	8	6	10	10	12
gene_4326	6.75841541756874	-1.48855064621654	437	3-oxoacyl-acyl carrier protein reductase	Grosmannia clavigera	Ophiostoma piceae			3-oxoacyl-acyl carrier protein reductase	5	P:oxidation-reduction process; F:oxidoreductase activity; P:metabolic process; F:nucleotide binding; F:3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity		N	8	6	4	2	2	16	0	24
gene_4327	3.87969823311956	-0.0825850007774447	671	Ubiquitin-activating enzyme E1-like (Pmt3-activating enzyme subunit 2)	Sordaria macrospora	Ophiostoma piceae	K10685	UBLE1B, SAE2, UBA2; ubiquitin-like 1-activating enzyme E1 B [EC:6.3.2.19]	ubiquitin-activating enzyme uba2	5	F:ATP binding; F:nucleotide binding; F:small protein activating enzyme activity; F:catalytic activity; P:cellular protein modification process		N	8	15	6	0	2	4	0	6
gene_4328	2.9485398574614	0.577512968984037	373	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6811	1	C:cytosol	-	N	4	6	10	4	0	1	0	12
gene_4329	0.517026986072802	-0.164406819049106	114	Putative uncharacterized protein	Aspergillus fumigatus	Ophiostoma piceae			hypothetical protein AFUA_4G03550	0	-		N	0	4	0	0	0	2	0	0
gene_433	8.87882572400572	1.45505864406286	225	Endosomal cargo receptor	Grosmannia clavigera	Ophiostoma piceae			transmembrane emp24 domain-containing protein 9	3	C:integral to membrane; P:ER to Golgi vesicle-mediated transport; C:mitochondrion	-	Y	33	14	41	4	0	8	0	12
gene_4330	0.549825868085475	-0.0997298948887124	106	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	0	2	0	1	0	2	0	0
gene_4331	3.83796528307445	-0.321283645123768	204	DNA polymerase delta subunit 4	Grosmannia clavigera	Ophiostoma piceae	K03505	POLD4; DNA polymerase delta subunit 4	dna polymerase delta	3	P:DNA replication; C:nucleus; F:molecular_function		N	2	18	8	0	3	0	0	10
gene_4332	21.8602427015598	-0.41867751615768	842	Vesicular-fusion protein sec18	Grosmannia clavigera	Ophiostoma piceae	K06027	NSF; vesicle-fusing ATPase [EC:3.6.4.6]	vesicular-fusion protein sec18	2	F:nucleoside-triphosphatase activity; F:ATP binding	EC:3.6.1.15	N	20	25	58	18	10	20	8	43
gene_4333	11.3841578022519	0.269944128833271	2 163	Guanine nucleotide exchange factor LTE1	Grosmannia clavigera	Ophiostoma piceae	K06681	LTE1; Gdp/GTP exchange factor required for growth at low temperatures	guanine nucleotide exchange factor lte1	1	P:cellular process	-	N	24	34	20	8	6	8	0	14
gene_4334	3.04646832783893	0.287341347519248	216	Putative uncharacterized protein	Trichoderma reesei	Ophiostoma piceae			predicted protein	3	F:molecular_function; P:biological_process; C:cellular_component		N	0	13	16	0	0	0	0	17
gene_4335	2.15691034933266	1.21053835628291	366	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7018	0	-		N	12	8	4	0	0	3	0	0
gene_4336	3.57963650635912	2.23649424855366	191	Biogenesis of lysosome-related organelles complex 1 subunit KXD1	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6621	0	-		N	5	11	9	12	0	2	0	0
gene_4337	20.0575158283112	0.29896166667236	430	CTP-dependent diacylglycerol kinase 1	Podospora anserina	Ophiostoma piceae	K16368	DGK1; diacylglycerol kinase (CTP dependent) [EC:2.7.1.174]	phosphatidate cytidylyltransferase	1	F:transferase activity, transferring phosphorus-containing groups	-	N	22	55	39	27	6	7	14	31
gene_4338	9.88898556086341	-0.657217717984896	719	ATP-dependent rRNA helicase spb-4	Grosmannia clavigera	Ophiostoma piceae	K14809	DDX55, SPB4; ATP-dependent RNA helicase DDX55/SPB4 [EC:3.6.4.13]	atp-dependent rrna helicase spb4	3	F:nucleic acid binding; F:nucleotide binding; F:helicase activity	-	N	2	28	32	0	6	0	0	43
gene_4339	1.20178442131872	0.378600392496851	383	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			homocitrate synthase	0	-		N	6	2	2	0	0	2	0	2
gene_434	15.8813253843591	1.3876214559505	679	DNA methyltransferase 1-associated protein dmap1	Grosmannia clavigera	Ophiostoma piceae	K11324	DMAP1, SWC4, EAF2; DNA methyltransferase 1-associated protein 1	swr1-complex protein 4	5	F:methyltransferase activity; F:transferase activity; F:chromatin binding; P:methylation; F:DNA binding		N	30	57	58	17	0	2	13	18
gene_4340	3.9367317124609	1.19372811177351	217	PXMP2/4 family protein 3	Fusarium pseudograminearum	Ophiostoma piceae			mpv17 pmp22 family protein	1	C:integral to membrane		N	4	14	20	4	0	0	2	8
gene_4341	37.5146946934055	1.30449749762549	379	Stomatin family protein	Grosmannia clavigera	Ophiostoma piceae			erythrocyte band 7 integral membrane protein	1	C:membrane	-	N	50	164	100	53	3	2	12	85
gene_4342	1.02812284126062	1.06601356842089	288	Putative uncharacterized protein	Grosmannia clavigera	Sporothrix schenckii			porphobilinogen deaminase	3	F:hydroxymethylbilane synthase activity; P:peptidyl-pyrromethane cofactor linkage; P:tetrapyrrole biosynthetic process		N	6	2	4	0	0	0	0	2
gene_4343	0	0	248	Putative uncharacterized protein	 	Ophiostoma piceae			hypothetical protein DAPPUDRAFT_241286	1	F:structural constituent of cuticle		N	0	0	0	0	0	0	0	0
gene_4344	0.140469290806719	0.35720130305976	154	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6585	1	F:protein heterodimerization activity		N	0	0	0	1	0	0	0	0
gene_4345	2.27831045565297	-0.429320349993427	753	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	2	4	8	0	0	4	0	10
gene_4346	3.09426404487812	-0.846027279406772	261	Putative uncharacterized protein	Fusarium pseudograminearum	Ophiostoma piceae			acyl- n-acyltransferase	2	F:transferase activity; F:N-acetyltransferase activity		N	4	4	2	2	0	10	0	8
gene_4347	80.7821694051104	0.312551396868893	212	40S ribosomal protein S5	Chaetomium globosum	Ophiostoma piceae	K02989	RP-S5e, RPS5; small subunit ribosomal protein S5e	40s ribosomal protein s5	4	F:structural constituent of ribosome; F:RNA binding; C:small ribosomal subunit; P:translation	-	N	133	231	189	64	7	36	58	209
gene_4348	86.1166338776206	0.277877107399154	97	40S ribosomal protein S25	Grosmannia clavigera	Ophiostoma piceae	K02975	RP-S25e, RPS25; small subunit ribosomal protein S25e	40s ribosomal protein s25	1	C:ribosome	-	N	159	233	169	74	10	67	74	129
gene_4349	437.515695330595	-0.113677574806398	311	Carnitine acyl carrier	Grosmannia clavigera	Ophiostoma piceae	K05863	SLC25A4S, ANT; solute carrier family 25 (mitochondrial adenine nucleotide translocator), member 4/5/6/31	carrier protein	5	C:mitochondrial inner membrane; P:mycelium development; P:transmembrane transport; C:integral to membrane; F:transporter activity	-	N	678	899	790	382	83	398	388	704
gene_4350	4.89629899244651	0.589485196763802	611	Thermatolerance membrane protein	Grosmannia clavigera	Ophiostoma piceae			sucrase ferredoxin domain-containing protein	0	-		N	6	10	18	6	2	4	0	4
gene_4351	7.03290870821497	0.822243064543839	647	Nuclear envelope protein ndc1 (Cell untimely torn protein 11)	Grosmannia clavigera	Ophiostoma piceae	K14315	NDC1, TMEM48; nucleoporin NDC1	nuclear envelope protein	3	C:viral envelope; F:molecular_function; P:biological_process		N	8	25	10	14	0	0	2	26
gene_4352	10.576579158693	-1.9932388354268	941	Protein required for cell viability	Grosmannia clavigera	Ophiostoma piceae			protein required for cell viability	2	F:molecular_function; P:biological_process		N	2	16	8	2	6	4	24	10
gene_4353	5.20404997484224	0.715694065664931	356	Meiotic recombination protein ski8	Grosmannia clavigera	Ophiostoma piceae	K12601	SKI8; superkiller protein 8	meiotic recombination protein ski8	3	F:structural constituent of ribosome; P:translation; C:large ribosomal subunit		N	12	4	20	6	0	4	0	16
gene_4353.1	5.71479225129182	-0.900492523046645	149	Putative ribosomal L32p family protein	Colletotrichum fioriniae	Ophiostoma piceae	K02911	RP-L32, MRPL32, rpmF; large subunit ribosomal protein L32		3	F:structural constituent of ribosome; P:translation; C:large ribosomal subunit		N	1	16	14	0	0	18	2	10
gene_4354	42.4676386397732	-0.622664169098479	339	Septin homolog spn2	Grosmannia clavigera	Ophiostoma piceae			cell division control protein	17	C:septin filament array; C:mating projection base; C:mating projection tip; P:septin ring assembly; F:GTP binding; P:GTP catabolic process; C:prospore membrane; F:1-phosphatidylinositol binding; P:sporulation; C:cellular bud neck septin ring; P:cell cycle cytokinesis; P:exit from mitosis; C:spindle microtubule; F:GTPase activity; C:septin complex; C:meiotic spindle; F:protein complex scaffold	-	N	61	65	78	21	24	32	35	40
gene_4355	11.2281816108942	0.490107881179968	200	Guanylate kinase	Grosmannia clavigera	Ophiostoma piceae	K00942	E2.7.4.8, gmk; guanylate kinase [EC:2.7.4.8]	guanylate kinase	3	F:guanylate kinase activity; P:phosphorylation; P:purine nucleotide metabolic process	EC:2.7.4.8	N	20	18	38	11	0	0	9	37
